image_id,text,llama-mm-label,llama-mm-reasoning,target-label
688779229627035648,madeline on coffee ?,1,"The speaker's use of hyperbole and the absurdity of the situation make it clear that they are being sarcastic. The phrase ""state penitentiary"" is an obvious exaggeration, and the speaker's tone is playful and humorous, indicating that they are not serious about committing a crime without coffee.",1
761156798820868096,"yep , pretty much !",1,"The use of sarcastic language, such as the phrase ""pretty much!"", and the inclusion of internet slang like ""lol"" suggest that the author is being facetious or ironic. Additionally, the tone of the text is humorous and playful, which is consistent with sarcastic communication.",1
884080765075693568,who sees themselves in their # children ?,1,"The quote's tone is tongue-in-cheek, with phrases like ""I look at my children and I can't see myself in them"" and ""Oh yeah, there I am!"" that suggest a sense of irony and self-deprecation. The use of hashtags like ""#children"" and ""#parenting"" also adds to the sarcastic tone, implying that the speaker is being facetious about their ability to relate to their kids. Overall, the quote's playful and humorous language, combined with its ironic undertones, suggest that it is intended to be sarcastic.",1
836785916345634816,but its universal truth for nature lover . only it used against,1,"The image uses a lighthearted and humorous approach to highlight the irony of the situation, where humans are instructed to cut down trees to create paper, only to write on it with the phrase ""Save Trees."" This contradiction creates a sense of sarcasm, as it challenges the traditional understanding of the phrase and its purpose. The use of a tree stump and the playful tone of the image reinforce the idea that the post is meant to be humorous and ironic, rather than a genuine call to action.",1
822225392807211008,early at a local meet ; milling through # fc2017 pics ~,0,"The tone of the text is enthusiastic and excited, indicating that the person is looking forward to attending the event. The use of hashtags and the mention of a specific convention suggest that the person is genuinely interested in the furry community and is excited to attend the event. There is no evidence of sarcasm or irony in the text, suggesting that the label ""NOT SARCASTIC"" is appropriate.",0
819332349485785088,wow i look happy,1,"The contrast between the woman's neutral expression and the text's claim of happiness, combined with the use of the word ""wow"" in an ironic tone, indicates that the post is sarcastic.",0
822956871531237376,blonder,1,"The user's tone is sarcastic because they are saying the opposite of what they mean, and their facial expression and background suggest that they are not feeling confident or attractive. The playful font and username also imply that the user is making a joke.",0
822949396937482240,the number of kilometers you have to run to burn this off !,1,"The use of hyperbole (""the number of kilometers"") and the playful comparison of running distances to burn off calories are indicative of sarcasm. The tone is lighthearted and humorous, implying that the idea of running such long distances to compensate for a single meal is impractical and absurd.",0
816795333971869696,snap saw it first,0,"The tone of the post appears to be celebratory and enthusiastic, with the woman proudly showing off the car she saw first. The use of the phrase ""snap saw it first"" is likely meant to be humorous and playful, rather than sarcastic. Overall, the post seems to be a genuine expression of excitement and pride, rather than a sarcastic comment.",0
819689628110376960,the georgetown highschool golf team basketball team is now 6-1 after defeating the ghs volleyball team . who 's next ? ? ?,0,"The tone of the post is celebratory and congratulatory, indicating that the author is genuinely excited about the team's win. The use of an exclamation mark at the end of the sentence also suggests enthusiasm and positivity. There is no irony, sarcasm, or negative tone in the post, which suggests that the author is being sincere and not trying to be humorous or critical.",0
823313320509902848,how we gonna sit here and keep talking about how troy aikman looks like white jay z while no one mentions matt ryan is the shermanator ? ? ?,1,"The image shows two men standing side by side, both wearing red shirts, which may indicate that they are friends or teammates. The text is written in a humorous and sarcastic tone, suggesting that the speaker is making a lighthearted joke about two football players. The use of all capital letters and multiple question marks at the end of the sentence further emphasizes the sarcastic tone. Overall, the image and text together suggest that the speaker is being playful and sarcastic in their comment about the two football players.",0
819329478413402112,price match at howard university barnes and noble with amazon online and its crazy how we 're overcharged by our own bookstore <user>,0,"While the handwritten note does express frustration with the price difference, it is not an example of sarcasm. The tone is more of annoyance or complaint than irony or mocking. Additionally, the context of the receipt suggests that the author is genuinely comparing prices between Amazon and Barnes & Noble, rather than using sarcasm to make a point.",0
821504761857982464,i like this marquee - pretty darn accurate !,1,"The image is a clear example of sarcasm, as it uses irony and exaggeration to convey a message that is opposite of its literal meaning. The tone is playful yet critical, and the language is characteristic of sarcastic communication.",0
822949829403934720,"excited and blessed to announce my commitment to walsh university , i cant thank god my coaches and parents enough for all the support .",0,"The language used in the caption is consistent with a genuine expression of gratitude and excitement, without any apparent contradictions or ironic undertones. The tone is sincere and heartfelt, indicating that the user is truly grateful for the support they have received.",0
822953818942013440,"score update : ghost gaming continue to roll , take out <user> 2-0 . up next : <user> vs <user> . !",0,"The language used in the text is positive and congratulatory, with no indication of sarcasm or irony. The context of the image and the text suggests a celebratory tone, with the focus on the success of the team ""ghost gaming"" and the upcoming matches.",0
822227127667933184,i am so going to be this extra one day ! !,1,"The text is likely meant to be humorous and ironic, with the speaker poking fun at the idea of being ""extra"" or overly dramatic. The use of multiple exclamation points and the playful language suggests that the speaker is not being serious, and is instead using sarcasm to add humor to the image.",0
820418143516577792,i can 't tell u why i jumped ... but here i am ... falling ... & the only one that makes me feel like i can fly is u . <user> <user>,0,"The language used in the text is emotive and sincere, with phrases such as ""I can't tell u why I jumped"" and ""the only one that makes me feel like I can fly is u."" These statements convey a deep emotional connection and a desire for support, which is inconsistent with the tone of sarcasm. Additionally, the image of Superman and Wonder Woman reinforces the romantic and intimate nature of the sentiment, further supporting the conclusion that the text is not sarcastic.",0
822592388594024448,not a more deserving person for this award ! ! our pitching staff is very lucky to have <user> leading them ! <user>,1,"The tone of the comment is ironic and dismissive, indicating that the speaker does not think the person is worthy of the award. The language used is also hyperbolic, with the phrase ""not a more deserving person"" being an obvious exaggeration. Overall, the comment is a clear example of sarcasm, as it says the opposite of what the speaker really means.",0
820409628299169792,my first submission for the <user> oh boi,0,"The text and image together convey a sense of excitement and enthusiasm, with no apparent irony or contradiction. The language used is colloquial and informal, which is consistent with online communication. Overall, the tone of the text and image appears to be positive and celebratory, rather than sarcastic.",0
818239418322583552,"sunset atmore , al <user> <user> <user> <user> <user>",0,"The image appears to be a genuine photograph of a beautiful sunset, with no apparent irony or sarcasm. The caption ""sunset atmore, al"" suggests that the user is simply sharing a moment of natural beauty, without any intention of being humorous or ironic.",0
822224692350218240,peaceful transfer of power,0,"The image conveys a sense of calmness and serenity, with the central figure holding a bouquet of yellow flowers. The individuals surrounding them are dressed in formal attire, suggesting a celebratory or commemorative occasion. The peaceful background reinforces this interpretation, indicating that the image is intended to be a genuine representation of a positive event, rather than a sarcastic commentary.",0
822584711973392384,great tip for out-of-towners . cc <user>,1,"The use of irony and condescension in the message suggests that the author is being sarcastic. The tone is not neutral or enthusiastic, but rather mocking and dismissive. Additionally, the advice provided is not particularly helpful or relevant to the topic of visiting D.C., which further supports the interpretation that the message is sarcastic.",0
819693587411693568,'s aren 't running out of batting gloves anytime soon thanks to <user> <user>,0,"The text does not contain any clear evidence of sarcasm, and the tone is generally positive and playful. The mention of a user and the specific product (batting gloves) suggests that the post is a genuine comment or response rather than a sarcastic remark.",0
820417302265008128,precious human beings,0,"Although the text's sentimentality may initially suggest sarcasm, the context of the image and the embracing couple imply a genuine expression of affection. The juxtaposition of the formal living room setting with the informal, intimate gesture of the couple creates a sense of warmth and sincerity, making it unlikely that the text is intended to be sarcastic.",0
816071484229713920,please support mr . lane and make a get well card to bring to the front office to be picked up !,0,"The language used in the post is straightforward and lacks any hint of sarcasm or irony. The author's concern for Mr. Lane's well-being is genuine, and the request for support is clear and sincere. There is no indication that the post is meant to be humorous or ironic, and the tone is consistent throughout.",0
820049740108861440,""" i don 't know ; you tell me . """,0,"The language used is straightforward, and there is no apparent irony or sarcasm in the text. The sentence is a simple expression of uncertainty, and the punctuation marks do not suggest any intentional contradiction or mismatch between the words and the speaker's meaning.",0
820420041275490304,when you see someone on twitter you have loads in common with and want to be friends with but don 't know how to start a conversation,1,"The image and text combination is likely sarcastic because it pokes fun at the common experience of wanting to connect with someone online but feeling uncertain about how to do so. The use of the phrase ""don't know how to start a conversation"" is an exaggeration, implying that the person is not just hesitant but also clueless about how to initiate a conversation. The overall tone of the image and text is lighthearted and playful, suggesting that the intention is to be humorous rather than serious.",0
818604587112275968,committed,0,"The image and text appear to be genuine and sincere, with no evidence of sarcasm or irony. The use of a playful tone and a hashtag related to the university's athletic teams suggests that the user is a fan and is excited about the upcoming season. The inclusion of the head coach's name and title adds to the authenticity of the post. Overall, the language and tone of the image and text suggest that the user is enthusiastic and supportive, rather than sarcastic or ironic.",0
820413912260689920,had a great visit today at east texas baptist university !,1,The image and text together suggest that the person is being sarcastic about their visit to East Texas Baptist University. The casual tone of the text and the image of the person in a locker room imply that the visit may not have been as enjoyable as they are making it out to be.,0
823310633030578176,couple of funtime boys highfive,1,"The use of the word ""funtime"" instead of ""fun time"" and the phrase ""highfive"" could indicate that the user is being sarcastic or ironic. Additionally, the blurry image in the background may suggest that the user is trying to convey a sense of chaos or disorganization, which could be a sarcastic commentary on the situation.",0
820049070395981824,textbook or modern horror film ? ? ?,1,"The use of a question mark and the contrast between the two options suggest that the speaker is being facetious, implying that the question is not a genuine inquiry but rather a rhetorical device used to express skepticism or disdain.",0
821506175682252800,missing 05 ' silverado ss it was stolen this morning on albany & clarendon if anyone knows or saw anything please let me know,0,"The language and tone of the text, combined with the context of the image, suggest that the post is a genuine request for information about a stolen vehicle, rather than an attempt at sarcasm or humor.",0
823312625505341440,congrats to former ecu wr <user> .,0,"The image does not contain any language or visual cues that suggest sarcasm. The players and official are all smiling and appear to be genuinely congratulating Hardy, which is consistent with the celebratory tone of the image.",0
819332077460066304,"i call this look , "" wow i 'm tired but this sweater is lit """,1,"The use of quotation marks and the ironic tone of the phrase suggest that the person is being sarcastic. The contrast between the expected meaning of the word ""lit"" and the actual context of the image also supports this interpretation.",0
822955606160064512,britney 's boyfriend sam at the show last night,0,"The language used in the post is straightforward and lacks any obvious signs of irony or sarcasm. The mention of Britney's boyfriend and the show suggests a genuine interest or update, rather than a sarcastic comment. The tone of the post is also informal and conversational, which is consistent with a personal update or comment rather than a sarcastic remark.",0
819685871234535424,what 's with sonic characters saving ppl who can fly,1,"The use of the phrase ""what's with"" and the tone of the text suggest that the speaker is being facetious or ironic, implying that it is unusual for Sonic characters to save people who can fly. This tone is consistent with sarcasm, which involves saying the opposite of what is meant to convey a sense of irony or criticism.",0
822952117358985216,"i 'm on # opbrio waterfront # bristol <user> joining us tonight including this new beauty "" no name """,0,"The text is a straightforward announcement of a new member joining a group, and the image shows a horse being referred to as a ""beauty."" There is no apparent irony, contradiction, or mismatch between the text and image that would suggest sarcasm.",0
822589741690396672,obssesed,1,"The image is likely meant to be humorous or ironic, as the woman is taking a selfie in a bedroom, which is not typically a place where people take selfies. The use of the word ""obssesed"" instead of ""obsessed"" is also a play on words, suggesting that the woman is being overly enthusiastic or obsessive about taking selfies. Overall, the image appears to be a lighthearted and playful take on the typical selfie.",0
816795448203616256,congressdoyourjob or get out of dc ! a must ! !,1,"The tone of the message is critical and confrontational, with the speaker expressing strong dissatisfaction with the performance of Congress. The use of all capital letters and the repetition of the phrase ""a must!"" convey a sense of urgency and emphasis, which is consistent with the sarcastic tone. Additionally, the phrase ""or get out of dc!"" suggests that the speaker is not only demanding action from Congress but also implying that they should leave their positions if they are unable to fulfill their duties, which is a common sarcastic trope.",1
819687906767798272,""" loneliness has followed me my whole life , everywhere . "" at 11.45 pm , robert de niro stars in 70s classic taxi driver",1,"The user's statement about loneliness being a constant companion throughout their life is a common theme in the film ""Taxi Driver."" However, the user's casual tone and the fact that they are referencing a film that is known for its dark and serious tone suggests that they may be being sarcastic. The use of the phrase ""at 11.45 pm"" also implies a sense of irony, as it is a time when people are typically sleeping or winding down, rather than feeling lonely. Overall, the combination of the film reference and the user's tone suggests that they are being sarcastic.",0
818241956123996160,there she is looking red carpet ready ! <user>,0,"The text is a genuine expression of admiration and excitement, and there is no evidence of sarcasm or irony in the language used. The tone is lighthearted and celebratory, suggesting that the user is genuinely happy to see the woman looking ""red carpet ready"".",0
819332189695381504,best early bday present ever ! ! ! my dad 's cancer has not spread . thank you everyone for your constant prayers . my daddy is my hero,0,"The language used in the text is overwhelmingly positive and sincere, with no evidence of irony or sarcasm. The mention of ""best early bday present ever"" is likely a figure of speech, used to express her gratitude and joy in a way that is relatable and familiar to her audience. Overall, the tone of the text is one of hope, gratitude, and love, which is inconsistent with the tone of sarcasm.",0
819689397247426560,our 2006/2007 soul2soul stage is one of my favorites . we can ’ t wait to show you what the new stage looks like !,0,"The language used in the text is overly enthusiastic and excited, which is inconsistent with the tone typically associated with sarcasm. Additionally, the use of exclamation marks and the phrase ""can't wait"" further reinforces the idea that the speaker is being sincere and genuine in their excitement about the new stage.",0
820052306586648576,friday the 13th,0,"The text is a common phrase used to express a sense of dread or foreboding, and the woman's pose and expression suggest that she is feeling stressed or anxious. There is no indication that the text is being used in a sarcastic or ironic way, and the overall tone of the image is more playful than sarcastic.",0
822953743830421504,"getting ready for my last night in nyc , thinking i might just spark a revival of",1,"The image and caption are likely intended to be humorous and ironic, rather than a genuine expression of sentiment. The use of a dog in a human-like outfit and the reference to Madonna suggest a playful and tongue-in-cheek tone, which is consistent with sarcasm. The broken heart emoji also adds to the humorous and ironic tone of the post. Overall, the image and caption are likely intended to be humorous and sarcastic, rather than a genuine expression of sentiment.",1
820053072399466496,"january 's plant of the month is lotus flowers , a symbol of how great beauty can arise from the most abject of conditions . happy saturday !",0,"While the quote may be interpreted as ironic, the overall tone of the text appears to be sincere and appreciative of the lotus flower's beauty. The use of the phrase ""how great beauty can arise from the most abject of conditions"" may be intended to highlight the flower's resilience and ability to thrive in challenging environments, rather than to express sarcasm or irony.",0
816796125684436992,can 't wait to be back in brazil,1,"The use of quotation marks around the word ""can't"" and the overall tone of the phrase suggest that the speaker may be being sarcastic or ironic about their eagerness to return to Brazil. This interpretation is further supported by the fact that the phrase is a common way to express sarcasm or irony in written communication.",0
820418192216653824,the accuracy here,1,"The text's tone and language suggest a level of irony or sarcasm, particularly in the second sentence, which implies that men are more interested in maintaining control over their partners than in genuinely addressing the issue of jealousy. This interpretation is supported by the use of phrases like ""we know exactly what the other guy is trying to do,"" which has a somewhat manipulative or controlling tone. Overall, the text's sarcastic tone is likely intended to highlight the complexities and nuances of jealousy in relationships.",1
822588715851804672,"saa bmp - 1 equipped with a 23mm zu -23-2 , around t4 ab",1,"The image appears to be a serious depiction of military equipment, and the text overlay does not provide any clear indication of sarcasm. The use of the tank and anti-aircraft gun suggests a genuine military context, and the Arabic text does not contain any obvious irony or humor. Therefore, based on the analysis of the image and text, it is likely that the image is not intended to be sarcastic.",0
817517134230106112,big head,0,"The image is likely intended to be humorous or ironic, rather than a genuine expression of the woman's appearance. The use of the phrase ""big head"" is a common idiomatic expression that means someone is arrogant or has an inflated sense of self-importance, rather than a literal reference to the woman's physical appearance.",0
822591974179999744,today marked the first day of my 40 - year journey becoming kathleen kennedy . i love feeling so creatively fulfilled at my internship !,0,"The text is a sincere expression of excitement and gratitude, and there is no indication of sarcasm or irony in the language used. The image of the woman in a chair, with a camera and tripod, suggests that she is being interviewed or photographed for a media outlet, which further supports the idea that the text is genuine.",0
819685468849799168,is that <user> after jerami 's dunk,1,"The text is likely sarcastic because it implies that the user is surprised or impressed by the player's dunk, but the tone is likely ironic or mocking. The use of the phrase ""is that"" also suggests that the user is being facetious or playful, which is consistent with sarcastic language.",0
822952020151824384,"an audience of one is all you need , 1955 .",1,"The image appears to be a commentary on the idea that ""an audience of one is all you need."" The girl standing on the table may represent someone who is trying to get attention or be noticed, while the boy on the tricycle in the foreground may represent the audience that is needed. The dark brick wall in the background could symbolize the isolation or loneliness that can come with trying to be noticed by others. The overall tone of the image is one of irony and sarcasm, suggesting that the idea that ""an audience of one is all you need"" may not be entirely true.",0
819327219646349312,feels good to be back to my natural hair color thanks <user>,1,"The use of the phrase ""thanks <user>"" implies that the sentiment is being directed towards the user, which may not be the case. This could be seen as sarcastic, as the user may not have had any control over the change.",0
822956302443941888,"if the people do not respect <user> enough , he should consider wearing a respectable uniform . or / and use violence and terror .",1,"The sarcasm in this image is evident in the speaker's use of irony and hyperbole to critique Gaddafi's regime. The suggestion that wearing a ""respectable uniform"" would solve the problem of a lack of respect is clearly meant to be ironic, as Gaddafi's regime was notorious for its brutality and human rights abuses. The phrase ""or / and use violence and terror"" is also a clear indication of sarcasm, as it implies that the speaker is mocking the idea that violence and intimidation are legitimate means of maintaining power.",1
820050319220424704,lmao lost card who 's is this ?,1,"The use of a playful tone, colloquial language, and a question mark at the end of the sentence suggests that the comment is intended to be humorous or ironic, rather than a genuine expression of concern about a lost credit card. The fact that the comment is posted alongside an image of a debit card with a different name on it further supports the interpretation that the comment is sarcastic.",0
823313579088572416,aw cute the girl from lost time took a picture with tzuyu and hashtagged it # tzuyu &,0,"The tone of the caption is lighthearted and enthusiastic, with the girl expressing her admiration for Tzuyu. There is no evidence of sarcasm or irony in the language used, and the hashtags suggest a genuine appreciation for the idol. The image itself is also innocent and playful, with the two individuals smiling and posing together. Overall, the post appears to be a genuine fan encounter, rather than a sarcastic or ironic commentary.",0
819329348528316416,best birthday present i could ask for ... you and the meaning of this promise ring it 's official and i 'm the happiest thank you,0,"The tone of the caption is positive and celebratory, with the person expressing their gratitude and happiness. The image of the ring and the caption together suggest a romantic and loving gesture, rather than a sarcastic or ironic one.",0
823312349872406528,congrats wisconsin ! the <user> are going to the super bowl . period .,1,"The text is sarcastic because it is ironic and uses language that is not meant to be taken literally. The use of the phrase ""congrats"" and the mention of the Super Bowl, a professional football event, is unlikely to be genuine congratulations, especially given that Wisconsin is not a professional football team. The tone of the text is also sarcastic due to the use of the phrase ""period"" at the end of the sentence, which suggests a sense of finality and emphasis.",0
822586597828919296,remember you are loved ! shine bright ! start the weekend like,0,"The language used in the text is enthusiastic and encouraging, and the image shows a joyful and energetic scene. There is no indication of irony or sarcasm in either the text or the image. The tone is consistent and genuine, suggesting that the post is meant to be taken at face value.",0
819331563414495232,i can 't sleep unless i 'm surrounded by # books jorge luis borges,0,The user's comment is not sarcastic because it is a genuine expression of their preference for being surrounded by books. The use of the hashtag #books and the reference to Jorge Luis Borges suggest that the user is a fan of literature and is simply expressing their love for reading. There is no indication of irony or sarcasm in the comment.,0
820411913054093312,"thank you <user> for honoring our hero , # nypd det . steven mcdonald <user> last night",0,"The text is a genuine expression of appreciation for a police officer's service, and there is no apparent irony or contradiction between the modalities. The image supports this interpretation, as it shows a ceremonial event honoring the officer.",0
822225794521067520,blessed and grateful to announce that i will be continuing my academic and athletic career at the university of indianapolis,0,"The language used is formal and lacks the irony or sarcasm that is often present in sarcastic statements. The text appears to be a genuine expression of excitement and gratitude, rather than a sarcastic commentary on the University of Indianapolis or the author's decision to attend.",0
820055067776557056,<user> happy birthday to the yellow paladin ! !,0,"The language used in the message is clear and direct, and there is no indication of irony, sarcasm, or other forms of verbal irony. The tone is consistently positive and celebratory, suggesting that the message is intended to be a genuine birthday greeting.",0
820413676733665280,babies,1,"The combination of the woman's somber expression and the use of the word ""babies"" in a playful font implies that the post is intended to be humorous or ironic. The text ""babies"" is often used to express annoyance or frustration, which aligns with the woman's facial expression. Overall, the tone and language of the post suggest that it is meant to be sarcastic.",0
822953349263794176,"president trump gets it ! we cannot let false narratives , aka lies , define facts that are false . crowd size matters , and we win !",0,"The language and tone of the statement are consistent with a genuine expression of pride and satisfaction, rather than sarcasm. The use of formal language and the emphasis on ""winning"" suggest a serious and celebratory tone, rather than irony or mocking. Additionally, the statement is consistent with President Trump's public persona and style of communication, which is often characterized by a strong sense of confidence and assertiveness.",1
821869311333539840,how quickly things have shifted in detached market . vancouver detached inventory 10 % above normal levels in december .,0,"The language used is factual and informative, with no indication of the author's opinion or emotional tone. The graph itself does not contain any visual elements that would suggest sarcasm, such as exaggerated or distorted data. Overall, the content appears to be a neutral report on market trends, without any intention to convey sarcasm.",0
822589843364528128,brooke candy and charli xcx ( 2017 ),1,"The image appears to be sarcastic because the women are giving the middle finger, which is typically considered an offensive gesture. However, the context of the image suggests that it may be intended as a playful or ironic gesture, rather than a genuine expression of anger or frustration. The use of bright colors and the posed nature of the photo also suggest that the image may be intended to be humorous or attention-grabbing, rather than a serious statement.",0
819330165142528000,baby bowman due september 5th,1,"The tone of the text and the image suggest that the user is being sarcastic or ironic. The use of the phrase ""baby bowman"" instead of a more traditional name or title, combined with the faint line on the pregnancy test, implies that the user is not actually pregnant or is not taking their pregnancy seriously. Additionally, the fact that the user is announcing their pregnancy on social media with a playful and informal tone suggests that they may be seeking attention or trying to be humorous. Overall, the evidence suggests that the user is being sarcastic or ironic in their announcement.",0
819695254173523968,this just in : the first 300 students to arrive to cmu vs toledo tomorrow will receive this free t-shirt tip-off is set for 7:00 pm,0,"The tone of the image is promotional and enthusiastic, indicating that the t-shirt is a genuine offer for students attending the game. There is no irony, sarcasm, or contradiction in the message, which suggests that the intent is to promote the event and the university's basketball team.",0
817519745792548864,bringer of doom,0,"The use of the phrase ""bringer of doom"" in a humorous context, combined with the playful design of the bus, suggests that the image is intended to be lighthearted and entertaining rather than sarcastic. The tone of the image is more playful than critical, and the language used is not ironic or mocking. Therefore, the label for this image is NOT SARCASTIC.",0
819691111140773888,expectations vs realityyyyy <user> <user>,0,"The tone of the post is playful and humorous, and the contrast between the yoga scene and the text is likely intended to be amusing rather than sarcastic. The use of ""yyyy"" at the end of the text also suggests a lighthearted and tongue-in-cheek tone, which is consistent with a non-sarcastic intent.",0
819328656615112704,boris who pledged £ 350m extra p / w for the nhs was sitting next to the pm as mps questioned her on her nhs crisis today . they should pay up !,1,"The text is sarcastic because it implies that Boris Johnson's promise to increase NHS funding by £350 million per week was not fulfilled, and that he is responsible for the current crisis. The use of the phrase ""they should pay up!"" also suggests a sense of outrage and frustration, which is typical of sarcastic language.",0
820419801403289600,me watching every mutual find a man except for me,0,"The meme is not sarcastic because it does not contain any language or tone that suggests irony, mockery, or criticism. The caption is a straightforward expression of a relatable feeling, and the image of the dog wearing a hat is a playful and non-confrontational visual element. Overall, the meme appears to be intended to entertain and connect with the viewer, rather than to mock or criticize them.",0
822950222653321216,the leftovers,1,"The use of the phrase ""the fiercest generation of women yet"" is ironic, as it is unlikely that the election will bring about a generation of women who are more fierce than those who have come before. The tone of the sign is also sarcastic, implying that the election is not likely to bring about significant change or improvement. The image as a whole suggests a sense of disillusionment and frustration with the political process.",0
820419541641691136,capricorns,1,"The image and text together convey a sarcastic tone, implying that the poster is making fun of the stereotype associated with Capricorn. The use of Kermit's tired expression and the caption ""capricorns"" is a clear indication of sarcasm.",0
819328141302894592,this is non-negotiable .,0,"The image is a lighthearted joke that pokes fun at the idea that people who prefer table syrup are less trustworthy. The use of a purple circle to represent people who prefer table syrup and a teal circle to represent people who can be trusted adds to the playful tone of the image. The inclusion of a photo of dripping syrup at the top of the image serves to reinforce the idea that the image is meant to be humorous rather than serious. Overall, the image is not intended to be taken literally and is instead meant to be enjoyed as a playful joke.",0
817520375806443520,scientists predict there may be more plastic in the ocean than fish by 2050 if we don 't change reduce # plastics for 2017 & help the ocean !,0,"The language used in the text is straightforward and lacks any apparent irony or sarcasm. The author's tone is serious and cautionary, urging readers to take action to address the issue of plastic pollution. The use of scientific predictions and a clear call to action reinforces the idea that the text is not intended to be sarcastic. Overall, the text appears to be a genuine expression of concern and a plea for environmental action.",0
822950639181303808,seattle women 's march my city,0,"The image and text together suggest a genuine and enthusiastic event, rather than a sarcastic or ironic one. The crowd's size and diversity, as well as the festive atmosphere, indicate a sense of community and solidarity among the attendees. There is no evidence of irony, sarcasm, or mocking tone in the image or text, leading to the conclusion that the event is not sarcastic.",0
819689696846643200,what 's your favorite color baby boomer ? ah bcpsblue ! <user>,1,"The use of the phrase ""baby boomer"" in a caption about a favorite color is likely intended to be humorous or ironic, as it is not a typical topic of discussion for individuals in this age group. Additionally, the inclusion of the abbreviation ""bcpsblue"" may be a play on words or a reference to a specific brand or product, which could be interpreted as sarcastic. Overall, the tone of the caption appears to be lighthearted and playful, but also slightly sarcastic.",0
822952230978514944,was a lot of fun watching these ladies take down the school record in the 4x4 today ! stay tuned for bigger things to come !,1,"The text's tone is overly enthusiastic and the use of the phrase ""take down the school record"" implies a level of competitiveness that may not be entirely genuine, suggesting that the speaker may be being sarcastic.",0
820054455714508800,<user> # selfiefornash is trending # 1 worldwide !,0,"The tweet appears to be a genuine expression of excitement and celebration, with no evidence of sarcasm or irony. The use of enthusiastic language and the fact that the hashtag is related to a person's name suggest that the tweet is intended to be taken at face value.",0
821506087224569856,did the meet the artist thing as a cool down after paintin all day at work ! !,0,"The language used is informal and conversational, with a focus on sharing a personal experience. There is no apparent contradiction or mismatch between the text and image, and the tone does not convey irony or sarcasm. The overall message appears to be genuine and positive, with the user expressing excitement and satisfaction about meeting an artist and taking a break from work.",0
819328921900642304,"the most bizarre "" gotta hear both sides "" ever .",0,"The tone of the article is neutral, presenting both sides of the argument without taking a clear stance. The headline, which uses the phrase ""Nailed it,"" is likely intended to be ironic, but the context of the article suggests that it is meant to be a neutral summary of the situation rather than a sarcastic commentary. Overall, the language and tone of the article do not suggest sarcasm.",1
820050509578936320,"the game has given me the most incredible memories , thanks to teammates past and present who made the journey the ride of a lifetime .",0,"The language used is overwhelmingly positive, with phrases such as ""incredible memories,"" ""thanks to teammates,"" and ""the ride of a lifetime,"" which suggest genuine appreciation and gratitude. There is no apparent contradiction or mismatch between the text and the image, and the tone is consistent with the sentiment expressed.",0
819325272659034112,just a quick note to say that you 're awesome .,1,"The use of the phrase ""Thanks for making the world a better place"" is typically used to express genuine gratitude, but the child's sarcastic tone and the mention of ""space"" as the next destination imply that the sentiment is ironic and meant to be humorous.",0
820418785526026240,we this sign from today 's <user>,1,"The sign's message is a common phrase used by LGBTQ rights activists, but the use of the word ""we"" instead of ""I"" or ""they"" implies that the speaker is not actually supporting the message. Additionally, the fact that the speaker is holding the sign with a sarcastic tone, as indicated by the phrase ""from today's"", suggests that they are being ironic or mocking the idea of LGBTQ rights being human rights. The tone of the image and the language used on the sign suggest that the speaker is being sarcastic or ironic, rather than genuinely supportive of the message.",0
820413038847262720,rt if you know whose girl this guy wanted,1,"The comment is sarcastic because it is asking for information about a person's romantic interest, but the context suggests that the user is already familiar with the song and its lyrics. The tone of the comment is playful and humorous, implying that the user is being facetious or ironic. The use of the phrase ""rt if you know"" also suggests that the user is seeking a response from others, which is consistent with a sarcastic tone.",0
820048791847870464,400 rts + 200 replies ?,0,"The language used in the text is straightforward and lacks any obvious irony or sarcasm. The use of the question mark at the end of the sentence also suggests that the speaker is genuinely asking a question, rather than making a statement with the intent to be sarcastic. Additionally, the context of the image, which appears to be a lighthearted and playful moment among friends, further supports the conclusion that the text is not intended to be sarcastic.",1
822593705618116608,what better way to celebrate being a month away from first pitch than giving away sweet <user> gear !,0,"The message is a genuine promotional message for a giveaway, and there is no indication of sarcasm or irony in the language used. The tone is positive and celebratory, and the message is likely intended to generate excitement and interest in the giveaway.",0
821866996191154176,"u did it , joseph",0,"The caption ""u did it, joseph"" is likely a reference to Joseph's iconic line ""I've come to deliver some...tequila..."" from the anime. The use of internet slang and the casual tone suggest that the caption is intended to be humorous or playful, rather than sarcastic. The image itself does not provide any evidence of sarcasm, as it is a genuine screenshot from the anime. Overall, the caption and image appear to be a lighthearted and enthusiastic expression of admiration for the character Joseph Joestar.",0
821506215272251392,"pleased to assume the role as press secretary to minister of sport , culture & heritage as we embark on a busy year to celebrate",0,"The text does not contain any clear indicators of sarcasm, and the language used is formal and positive. The image of the building and the star may be intended to convey a sense of excitement or celebration, but it does not provide any evidence of sarcasm. Overall, the tone of the post appears to be genuine and enthusiastic, suggesting that the user is truly pleased to be taking on this new role.",0
821869442950897664,always have your nails done,0,"The text's positive and straightforward language, combined with its common usage in social media, suggests that the intention is to express genuine admiration rather than sarcasm.",0
822225436629471232,blessed to say that i 've received an offer in football from tulsa !,0,"The text appears to be a genuine expression of excitement and gratitude, as the author is sharing positive news about receiving a football offer from Tulsa. There is no indication of irony, contradiction, or mocking tone, which are common characteristics of sarcastic language.",0
